,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
4390,12/31/2012,Infected,2100000,0,0
4391,12/31/2010,Lies in Plain Sight,2100000,0,0
4392,42165,The Timber,2100000,0,0
4393,1/19/2016,Sharkskin,2100000,0,0
4394,9/30/2011,Courageous,2000000,34522221,35185884
4395,23593,From Russia With Love,2000000,24800000,78900000
4396,5/21/1982,Mad Max 2: The Road Warrior,2000000,24600832,24600832
4397,16803,Notorious,2000000,24464742,24464742
4398,24511,In the Heat of the Night,2000000,24379978,24379978
4399,12/17/1973,Sleeper,2000000,18344729,18344729
4400,26611,Everything You Always Wanted to Know,2000000,18016290,18016290
4401,3/13/2015,It Follows,2000000,14674077,20649774
4402,12/25/1962,To Kill A Mockingbird,2000000,13129846,13129846
4403,41155,Silent House,2000000,12739737,16610760
4404,10/20/2000,The Legend of Drunken Master,2000000,11546543,11546543
4405,36382,Boys Don't Cry,2000000,11540607,20741000
4406,39327,Das Leben der Anderen,2000000,11284657,81197047
4407,22647,Lolita,2000000,9250000,9250000
4408,14611,Boom Town,2000000,9172000,9172000
4409,17168,Gentleman's Agreement,2000000,7800000,7800000
4410,9/25/1961,The Hustler,2000000,7600000,7600000
4411,12/31/1986,Witchboard,2000000,7369373,7369373
4412,11/26/2003,Les Triplettes de Belleville,2000000,7301288,17403168
4413,6/26/1998,Smoke Signals,2000000,6719300,7756617
4414,40488,Winter's Bone,2000000,6531503,16131551
4415,8/15/2003,American Splendor,2000000,6003587,8685632
4416,38024,Before Sunset,2000000,5792822,11293790
4417,3/30/2001,Amores Perros,2000000,5383834,20883834
4418,8/20/2003,Thirteen,2000000,4601043,9505996
4419,1/23/2004,Touching the Void,2000000,4593598,15396525
4420,40400,Inside Job,2000000,4311834,7799257
4421,13881,Alexander's Ragtime Band,2000000,4000000,4000000
4422,6/17/2005,Me and You and Everyone We Know,2000000,3885134,9615464
4423,8/28/2015,We Are Your Friends,2000000,3591417,10166209
4424,39001,Harsh Times,2000000,3337931,6225304
4425,36588,Ghost Dog: Way of the Samurai,2000000,3330230,6030230
4426,9/18/2015,Captive,2000000,2583301,2791973
4427,37295,Full Frontal,2000000,2512846,3438804
4428,12/25/2008,Waltz with Bashir,2000000,2283849,13912289
4429,6/28/2006,Strangers with Candy,2000000,2072645,2077844
4430,38817,Shortbus,2000000,1985292,1985292
4431,39483,Son of Rambow: A Home Movie,2000000,1785505,11263263
4432,37964,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865
4433,36865,Hamlet,2000000,1577287,2419669
4434,42193,The Diary of a Teenage Girl,2000000,1477002,2166392
4435,7/27/2007,No End In Sight,2000000,1433319,1433319
4436,4/30/1999,Get Real,2000000,1152411,1152411
4437,39272,In the Shadow of the Moon,2000000,1134358,1134358
4438,40759,Meek's Cutoff,2000000,977772,1869928
4439,38658,Inside Deep Throat,2000000,691880,691880
4440,9/28/2001,Dinner Rush,2000000,638227,1075504
4441,9/24/2010,The Virginity Hit,2000000,636706,636706
4442,5/15/1998,Clockwatchers,2000000,537948,539961
4443,31209,Subway,2000000,390659,1663296
4444,4/15/2005,House of D,2000000,388532,466106
4445,1/18/2008,Teeth,2000000,347578,2350641
4446,7/26/1996,Stonewall,2000000,304602,304602
4447,38938,Sherrybaby,2000000,199176,759504
4448,2/13/2015,The Last Five Years,2000000,147299,147299
4449,9/18/1998,Six-String Samurai,2000000,134624,134624
4450,5/26/2000,Hum to Mohabbt Karega,2000000,121807,121807
4451,4/15/2005,It's All Gone Pete Tong,2000000,120620,2226603
4452,1/29/2010,Saint John of Las Vegas,2000000,102645,102645
4453,4/15/1998,24 7: Twenty Four Seven,2000000,72544,72544
4454,9/19/2014,Pump,2000000,72277,72277
4455,10/24/2008,Roadside Romeo,2000000,55202,2046090
4456,36986,Eureka,2000000,49388,76654
4457,42189,Lost River,2000000,45431,45431
4458,7/18/2003,This Thing of Ours,2000000,37227,37227
4459,3/20/2009,Super Capers,2000000,30955,30955
4460,33970,Return of the Living Dead 3,2000000,21000,21000
4461,11/20/2009,The Missing Person,2000000,17896,17896
4462,10/19/2012,The First Time,2000000,17061,17061
4463,38992,London,2000000,12667,12667
4464,8/27/2010,Circle,2000000,10024,10024
4465,10/31/2008,Eden Lake,2000000,7321,4294373
4466,40488,Jerusalema,2000000,7294,10679
4467,6/23/2006,Say Uncle,2000000,5361,5361
4468,9/13/2013,Plush,2000000,3080,28864
4469,10/26/2012,The Ghastly Love of Johnny X,2000000,2436,2436
4470,12/29/2009,Lesbian Vampire Killers,2000000,0,3620902
4471,40795,Grave Encounters,2000000,0,2151887
4472,38272,Freeze Frame,2000000,0,105377
4473,41278,Stitches,2000000,0,63555
4474,12/31/2015,"To Be Frank, Sinatra at 100",2000000,0,926
4475,4/28/1971,Bananas,2000000,0,0
4476,12/31/2009,Nine Dead,2000000,0,0
4477,10/14/2008,No Man's Land: The Rise of Reeker,2000000,0,0
4478,39270,Rockaway,2000000,0,0
4479,10204,Wings,2000000,0,0
4480,3/17/2015,The Lady from Shanghai,2000000,0,0
4481,3/19/2013,Straight A's,2000000,0,0
4482,3/30/2012,The Legend of Hell's Gate: An American Conspiracy,2000000,0,0
4483,12/31/2012,Highway,2000000,0,0
4484,41488,Small Apartments,2000000,0,0
4485,41524,Coffee Town,2000000,0,0
4486,12/31/2014,Lucky Dog,2000000,0,0
4487,12/31/2001,Pendulum,2000000,0,0
4488,41891,A Funny Thing Happened on the Way to the Forum,2000000,0,0
4489,12/31/2007,Slacker Uprising,2000000,0,0
4490,3/20/2015,The Walking Deceased,2000000,0,0
4491,12/31/2011,True Bromance,2000000,0,0
4492,12/31/2015,Good Ol' Boy,2000000,0,0
4493,8/21/2015,The Curse of Downers Grove,2000000,0,0
4494,12/31/2015,Wind Walkers,2000000,0,0
4495,42589,The Wrong Side of Right,2000000,0,0
4496,42016,Shark Lake,2000000,0,0
4497,9/24/2010,Buried,1987650,1044143,21270290
4498,4/21/2015,The Marine 4,1950000,0,0
4499,31994,River's Edge,1900000,4600000,4600000
4500,7/25/2008,Man on Wire,1900000,2962242,5617067
4501,40400,Nowhere Boy,1900000,1445366,7785229
4502,37932,Northfork,1900000,1420578,1445140
4503,4/24/2015,Brotherly Love,1900000,478595,478595
4504,40608,Submarine,1900000,467602,4581937
4505,40425,The Square,1900000,406216,740932
4506,41488,ABCD (Any Body Can Dance),1900000,222098,10137234
4507,6/29/2007,Chacun sa nuit,1900000,18435,139317
4508,7/26/2013,Stranded,1900000,0,285593
4509,12/31/2015,Vaalu,1900000,0,12444
4510,8/27/2010,The Last Exorcism,1800000,41034350,70165900
4511,11/16/1976,Carrie,1800000,25878153,25878153
4512,30936,A Nightmare on Elm Street,1800000,25504513,25504513
4513,6/27/2012,Beasts of the Southern Wild,1800000,12795746,23265132
4514,1/29/1964,Dr. Strangelove,1800000,9164370,9164370
4515,26665,Battle for the Planet of the Apes,1800000,8800000,8800000
4516,9/18/1951,A Streetcar Named Desire,1800000,8000000,8000000
4517,24905,Hang 'em High,1800000,6800000,6800000
4518,11/15/2002,El crimen de padre Amaro,1800000,5719000,5719000
4519,6/15/2001,Songcatcher,1800000,3050934,3050934
4520,8/23/2011,Higher Ground,1800000,841056,842693
4521,4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,638476
4522,38534,Travellers and Magicians,1800000,506793,1322161
4523,33970,Ed and his Dead Mother,1800000,673,673
4524,12/31/2009,Deadline,1800000,0,0
4525,3/13/2007,Sublime,1800000,0,0
4526,40970,Dysfunctional Friends,1800000,0,0
4527,12/31/2013,Independence Daysaster,1800000,0,0
4528,41946,Against the Wild,1800000,0,0
4529,10/20/2015,Beginners Guide to Sex,1800000,0,0
4530,6/18/1999,Lola rennt,1750000,7267324,22879194
4531,37804,May,1750000,145540,634803
4532,40400,I Spit on Your Grave,1750000,93051,1278471
4533,12/31/2013,Living Dark: The Story of Ted the Caver,1750000,0,0
4534,11/23/2001,In the Bedroom,1700000,35930604,42137871
4535,3/19/2008,La misma luna,1700000,12590147,23271741
4536,26299,Conquest of the Planet of the Apes,1700000,9700000,9700000
4537,2/28/2014,The Lunchbox,1700000,4231500,12231500
4538,41374,Grace Unplugged,1700000,2507159,2507159
4539,36170,"Happy, Texas",1700000,2039192,2891228
4540,6/17/2005,My Summer of Love,1700000,1000915,4727375
4541,6/24/2005,Yes,1700000,396035,661221
4542,19487,From Here to Eternity,1650000,30500000,30500000
4543,13881,You Can't Take It With You,1644000,4000000,4000000
4544,36407,Foolish,1600000,6026908,6026908
4545,17899,She Wore a Yellow Ribbon,1600000,5400000,5400000
4546,27214,The Conversation,1600000,4420000,4420000
4547,10/15/2010,N-Secure,1600000,2595644,2595644
4548,39449,Sukkar banat,1600000,1060591,14253760
4549,12/31/1989,Out of the Dark,1600000,419428,419428
4550,1/27/2006,Bubble,1600000,145382,145382
4551,9/23/2005,Dil Jo Bhi Kahey...,1600000,129319,129319
4552,1/15/1999,Mississippi Mermaid,1600000,27795,2627795
4553,9/26/2014,Two Night Stand,1600000,15600,242443
4554,38453,I Love Your Work,1600000,3264,3264
4555,40547,Insidious,1500000,54009150,99870886
4556,37964,Cabin Fever,1500000,21158188,30351664
4557,39118,Waitress,1500000,19097550,22217183
4558,32729,Kickboxer,1500000,14533681,14533681
4559,2/26/1988,Bloodsport,1500000,11806119,11806119
4560,14246,Mr. Smith Goes To Washington,1500000,9000000,9000000
4561,7/21/1995,Kids,1500000,7412216,20412216
4562,38482,The Squid and the Whale,1500000,7372734,11191423
4563,3/13/2002,Kissing Jessica Stein,1500000,7025722,9345061
4564,10/31/1945,Spellbound,1500000,7000000,7000000
4565,4/20/1979,Dawn of the Dead,1500000,5100000,55000000
4566,9/23/1994,Exotica,1500000,5046118,5046118
4567,7/26/2013,The To Do List,1500000,3491669,4128828
4568,41276,The Gatekeepers,1500000,2408553,2592308
4569,6/26/1998,Buffalo '66,1500000,2380606,2380606
4570,30715,Repo Man,1500000,2300000,2300000
4571,1/18/1985,Blood Simple,1500000,1690913,2730877
4572,4/19/2002,Nueve Reinas,1500000,1222889,12412889
4573,4/19/2013,The Lords of Salem,1500000,1165881,1541131
4574,3/25/2005,The Ballad of Jack and Rose,1500000,712294,1126258
4575,8/28/2015,Unsullied,1500000,510957,510957
4576,8/31/1994,Killing Zoe,1500000,418953,418953
4577,5/17/2002,The Believer,1500000,406035,1840248
4578,39632,Snow Angels,1500000,402858,414404
4579,37172,Session 9,1500000,378176,1619602
4580,40849,MOOZ-lum,1500000,362239,372239
4581,39211,I Want Someone To Eat Cheese With,1500000,194568,194568
4582,8/19/2011,Amigo,1500000,184705,184705
4583,39272,Hatchet,1500000,175281,240396
4584,10/31/2008,My Name is Bruce,1500000,173066,173066
4585,13272,Modern Times,1500000,163245,163245
4586,39391,The Salon,1500000,139084,139084
4587,3/22/2002,Stolen Summer,1500000,119841,119841
4588,42158,Road Hard,1500000,113169,113169
4589,9/28/2005,Forty Shades of Blue,1500000,75828,172569
4590,40066,Trucker,1500000,52429,52429
4591,5/29/2009,Pontypool,1500000,3865,31916
4592,9/28/2015,"Me, You and Five Bucks",1500000,2105,2105
4593,10/17/2014,Housebound,1500000,0,236863
4594,38453,Wal-Mart: The High Cost of Low Price,1500000,0,58692
4595,3/17/2006,Fetching Cody,1500000,0,0
4596,40608,The Lion of Judah,1500000,0,0
4597,41954,Once Upon a Time in Queens,1500000,0,0
4598,2/13/2015,Girlhouse,1500000,0,0
4599,4/17/2015,Closer to the Moon,1500000,0,0
4600,5/26/2015,Mutant World,1500000,0,0
4601,11/20/2015,#Horror,1500000,0,0
4602,42225,Checkmate,1500000,0,0
4603,12/21/1937,Snow White and the Seven Dwarfs,1488000,184925485,184925485
4604,24838,Shalako,1455000,2620000,2620000
4605,4/29/2005,Holy Girl,1400000,304124,1261792
4606,41708,La chambre bleue,1400000,260441,1945420
4607,9/17/2004,Incident at Loch Ness,1400000,36830,56073
4608,41398,Eddie: The Sleepwalking Cannibal,1400000,1632,1632
4609,12/31/2014,Kurmanjan datka,1400000,0,0
4610,12/31/2015,One Shot,1400000,0,0
4611,12/31/2014,House at the End of the Drive,1400000,0,0
4612,8/21/2001,Batman - The Movie,1377800,0,0
4613,36283,"Lock, Stock and Two Smoking Barrels",1350000,3897569,28356188
4614,8/19/1983,The Ballad of Gregorio Cortez,1305000,909000,909000
4615,6/26/1936,San Francisco,1300000,2868000,5273000
4616,36048,Festen,1300000,1647780,1647780
4617,35379,Trees Lounge,1300000,749741,749741
4618,5/22/2009,The Girlfriend Experience,1300000,695840,1005840
4619,3/23/2007,Journey from the Fall,1300000,635305,635305
4620,36651,The Basket,1300000,609042,609042
4621,1/30/2015,Above and Beyond,1300000,288751,288751
4622,3/15/1985,Def-Con 4,1300000,210904,210904
4623,38607,Neal n' Nikki,1300000,100358,329621
4624,12/19/2003,The Hebrew Hammer,1300000,77755,90213
4625,6/13/2014,Los insolitos peces gato,1300000,11278,16653
4626,38902,Simon,1300000,4055,1738663
4627,5/24/2011,Forget Me Not,1300000,0,13465
4628,12/31/2009,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,0,0
4629,6/26/2015,The Algerian,1300000,0,0
4630,14611,Rebecca,1288000,6000000,6000000
4631,4/30/1981,Friday the 13th Part 2,1250000,21722776,21722776
4632,16438,The Lost Weekend,1250000,11000000,11000000
4633,8/31/1984,C.H.U.D.,1250000,4700000,4700000
4634,4/19/2013,Filly Brown,1250000,2850357,2850357
4635,1/21/1953,Niagara,1250000,2500000,2500000
4636,10/28/1941,How Green Was My Valley,1250000,0,0
4637,1/13/2015,Da Sweet Blood of Jesus,1250000,0,0
4638,9/26/1975,The Rocky Horror Picture Show,1200000,140241017,140252463
4639,10/29/2004,Saw,1200000,55968727,103880027
4640,32606,"Sex, Lies, and Videotape",1200000,24741667,36741667
4641,2/15/2002,Super Troopers,1200000,18492362,23046142
4642,2/22/2002,Monsoon Wedding,1200000,13876974,27025600
4643,36810,You Can Count on Me,1200000,9180275,10827356
4644,18694,Strangers on a Train,1200000,7000000,7000000
4645,20158,The Trouble With Harry,1200000,7000000,7000000
4646,12/29/1967,"Il buono, il brutto, il cattivo",1200000,6100000,6100000
4647,37714,The Day the Earth Stood Still,1200000,3700000,3700000
4648,4/19/2013,Home Run,1200000,2859955,2859955
4649,10/23/1992,Reservoir Dogs,1200000,2832029,2832029
4650,36714,But I'm a Cheerleader,1200000,2205627,2509344
4651,12/23/1956,The Wrong Man,1200000,2000000,2000000
4652,27760,The Blue Bird,1200000,887000,887000
4653,4/13/2012,Blue Like Jazz,1200000,595018,595018
4654,8/28/2015,Que Horas Ela Volta?,1200000,376976,3048209
4655,11/19/1982,Q,1200000,255000,255000
4656,3/21/2003,Down & Out with the Dolls,1200000,58936,58936
4657,40914,"Pink Ribbons, Inc.",1200000,26608,26608
4658,40849,Certifiably Jonathan,1200000,7826,7826
4659,9/18/2015,La navaja de Don Juan,1200000,4254,4254
4660,12/31/2008,Extreme Movie,1200000,0,81338
4661,10/20/1936,"Charge of the Light Brigade, The",1200000,0,0
4662,6/18/2004,Grand Theft Parsons,1200000,0,0
4663,8/28/2012,Below Zero,1200000,0,0
4664,41099,Crowsnest,1200000,0,0
4665,9/14/2012,Airborne,1200000,0,0
4666,41891,Cotton Comes to Harlem,1200000,0,0
4667,42065,Bleeding Hearts,1200000,0,0
4668,12/31/2013,The Wicked Within,1200000,0,0
4669,3/21/2014,God’s Not Dead,1150000,60755732,63777092
4670,38543,Waiting...,1125000,16124543,18673274
4671,39056,Dead Man's Shoes,1125000,6408,414736
4672,12/25/2005,Wolf Creek,1100000,16186348,29005064
4673,3/23/2012,Serbuan maut,1100000,4105123,9297407
4674,31876,The Offspring,1100000,1355728,1355728
4675,2/22/2002,Sex with Strangers,1100000,247740,247740
4676,5/18/2012,Beyond the Black Rainbow,1100000,56491,56491
4677,5/14/2003,Dracula: Pages from a Virgin's Diary,1100000,39659,81371
4678,11/21/2014,The Sleepwalker,1100000,2636,2636
4679,12/31/2015,Departure,1100000,0,27561
4680,39998,Faith Like Potatoes,1100000,0,0
4681,3/23/2010,Lake Mungo,1100000,0,0
4682,42189,Silent Running,1100000,0,0
4683,12/31/2010,Dead Undead The,1100000,0,0
4684,12/31/2013,The Vatican Exorcisms,1100000,0,0
4685,40129,Rocket Singh: Salesman of the Year,1070000,164649,5348767
4686,1/23/1943,Casablanca,1039000,10462500,10462500
4687,11/21/1976,Rocky,1000000,117235147,225000000
4688,41061,The Devil Inside,1000000,53261944,101758489
4689,23202,Tom Jones,1000000,37600000,37600000
4690,4/17/2015,Unfriended,1000000,32482090,62561449
4691,27974,Taxi Driver,1000000,28262574,28265211
4692,5/24/2006,An Inconvenient Truth,1000000,24146161,52769915
4693,29222,The Fog,1000000,21378361,21378361
4694,5/25/2012,Chernobyl Diaries,1000000,18119640,42411721
4695,29863,The Howling,1000000,17985000,17985000
4696,23228,Dr. No,1000000,16067035,59567035
4697,9/18/1987,Hellraiser,1000000,14564000,14564000
4698,9/16/2005,Cry Wolf,1000000,10047674,15943081
4699,8/18/2000,Godzilla 2000,1000000,10037390,10037390
4700,12/29/2010,Blue Valentine,1000000,9737892,16566240
4701,38395,Transamerica,1000000,9015303,16553163
4702,25569,Beyond the Valley of the Dolls,1000000,9000000,9000000
4703,20455,Love Me Tender,1000000,9000000,9000000
4704,17899,Sands of Iwo Jima,1000000,7800000,7800000
4705,9/25/2015,The Green Inferno,1000000,7192291,12931569
4706,10/19/2012,The Sessions,1000000,6002451,11495204
4707,39542,Shine a Light,1000000,5505267,16173879
4708,3/23/2012,October Baby,1000000,5355847,5391992
4709,41982,The Skeleton Twins,1000000,5284309,5797192
4710,6/14/2013,20 Feet From Stardom,1000000,4946250,5892466
4711,40153,"Food, Inc.",1000000,4417674,4731944
4712,8/21/1998,"Next Stop, Wonderland",1000000,3395581,3465703
4713,41796,Obvious Child,1000000,3122616,3324070
4714,10/21/2011,Martha Marcy May Marlene,1000000,2981038,5438911
4715,38419,Junebug,1000000,2678010,3553253
4716,39455,Frozen River,1000000,2511476,6030129
4717,11/21/2001,The Sidewalks of New York,1000000,2402459,3575308
4718,4/24/1998,Two Girls and a Guy,1000000,2057193,2315026
4719,9/29/2000,The Broken Hearts Club: A Romantic Comedy,1000000,1744858,2022442
4720,6/28/2006,Who Killed the Electric Car?,1000000,1678874,1849392
4721,7/17/1996,Walking and Talking,1000000,1287480,1615787
4722,9/19/2003,Bubba Ho-Tep,1000000,1239183,1492895
4723,37084,No Man's Land,1000000,1067481,2684207
4724,36048,Slam,1000000,1009819,1087521
4725,37046,Brigham City,1000000,852206,852206
4726,36537,Panic,1000000,779137,1425707
4727,41887,Palo Alto,1000000,767732,1156309
4728,36747,Fiza,1000000,623791,1179462
4729,40239,Ajami,1000000,621859,2721096
4730,10/23/1998,Orgazmo,1000000,582024,627287
4731,7/29/2011,The Future,1000000,568662,1239174
4732,2/14/2003,All the Real Girls,1000000,549666,703020
4733,6/20/1997,Dream With The Fishes,1000000,542909,542909
4734,7/19/2013,The Act of Killing,1000000,486919,501289
4735,37657,Blue Car,1000000,464126,475367
4736,10/19/2007,Wristcutters: A Love Story,1000000,446165,473769
4737,36651,Luminarias,1000000,428535,428535
4738,7/18/2014,I Origins,1000000,336472,852399
4739,11/28/2014,Antarctica: A Year on Ice,1000000,288757,288757
4740,8/22/2003,The Battle of Shaker Heights,1000000,280351,839145
4741,1/18/2008,Taxi to the Dark Side,1000000,274661,304472
4742,9/24/2004,Guiana 1838,1000000,227241,227241
4743,12/30/2002,Love Lisa,1000000,213137,213137
4744,38905,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,144601,215559
4745,8/22/2001,Lisa Picard is Famous,1000000,113433,113433
4746,7/31/2015,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531
4747,10/30/2009,The House of the Devil,1000000,101215,102812
4748,40914,Hardflip,1000000,96734,96734
4749,42677,Creative Control,1000000,63014,63014
4750,9/16/2005,Chocolate: Deep Dark Secrets,1000000,49000,1549000
4751,40550,The Perfect Host,1000000,48764,51587
4752,9/25/1998,The Last Big Thing,1000000,22434,22434
4753,35984,Safe Men,1000000,21210,21210
4754,8/31/2001,Speedway Junky,1000000,17127,17127
4755,2/13/2015,Hits,1000000,15156,15156
4756,9/22/2000,The Specials,1000000,12996,12996
4757,40246,16 to Life,1000000,11574,11574
4758,1/17/2007,Alone with Her,1000000,10787,844377
4759,10/17/2014,Camp X-Ray,1000000,9837,9837
