,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
1173,2/19/2010,The Ghost Writer,45000000,15541549,65532491
1174,12/22/2000,All the Pretty Horses,45000000,15527125,18120267
1175,39577,Bangkok Dangerous,45000000,15298133,46598133
1176,12/20/1995,Nixon,45000000,13668249,34668249
1177,9/21/2012,Dredd,45000000,13414714,41467606
1178,10/28/2011,The Rum Diary,45000000,13109815,21544732
1179,1/30/1998,Deep Rising,45000000,11203026,11203026
1180,10/21/2011,Johnny English Reborn,45000000,8305970,164539660
1181,9/26/2008,Miracle at St. Anna,45000000,7916887,9676497
1182,37380,Big Trouble,45000000,7262288,8488871
1183,12/21/2006,Man cheng jin dai huang jin jia,45000000,6566773,75566773
1184,11/16/2007,Love in the Time of Cholera,45000000,4617608,31077418
1185,12/25/2002,Pinocchio,45000000,3681811,31681811
1186,1/31/1997,Shadow Conspiracy,45000000,2154540,2154540
1187,12/31/2012,Foodfight!,45000000,0,73706
1188,41253,Argo,44500000,136025503,227140757
1189,34128,The Fugitive,44000000,183875760,353715317
1190,5/22/1985,Rambo: First Blood Part II,44000000,150415432,300400000
1191,10/18/1996,Sleepers,44000000,53300852,165600852
1192,7/30/2010,Charlie St. Cloud,44000000,31206263,48478084
1193,35097,The Juror,44000000,22730924,22730924
1194,41792,The Interview,44000000,6105175,12342632
1195,11/19/1980,Heaven's Gate,44000000,3484331,3484523
1196,6/28/2013,The Heat,43000000,159581587,229727774
1197,12/19/2000,Finding Forrester,43000000,51768623,80013623
1198,4/14/2000,28 Days,43000000,37035515,62063972
1199,5/13/2005,Danny the Dog,43000000,24537621,49037621
1200,37594,The Sweetest Thing,43000000,24430272,63078756
1201,1/28/2011,The Mechanic,42500000,29121498,76347393
1202,6/30/1993,The Firm,42000000,158340892,270340892
1203,3/16/2012,21 Jump Street,42000000,138447667,202812429
1204,5/28/1999,Notting Hill,42000000,116089678,363728226
1205,6/21/2000,Chicken Run,42000000,106793915,227793915
1206,1/16/2004,Along Came Polly,42000000,88073507,173044410
1207,33610,Boomerang,42000000,70052444,131052444
1208,40093,Brüno,42000000,60054530,130788243
1209,23351,Cleopatra,42000000,57000000,71000000
1210,41253,Here Comes the Boom,42000000,45290318,73239258
1211,37380,High Crimes,42000000,41543207,63781100
1212,11/15/1996,The Mirror Has Two Faces,42000000,41267469,41267469
1213,40850,Red Riding Hood,42000000,37662162,91678442
1214,1/25/2002,The Mothman Prophecies,42000000,35228696,56438555
1215,7/14/1989,Licence to Kill,42000000,34667015,156167015
1216,1/27/2012,One for the Money,42000000,26414527,36197221
1217,37137,15 Minutes,42000000,24375436,56331864
1218,9/16/2005,Lord of War,42000000,24149632,60437727
1219,5/28/1993,Super Mario Bros.,42000000,20844907,20844907
1220,33644,Hero,42000000,19487173,66787173
1221,1/27/2012,Man on a Ledge,42000000,18620000,45688337
1222,40249,The Warrior's Way,42000000,5666340,8514325
1223,4/18/1997,McHale's Navy,42000000,4408420,4408420
1224,5/28/2010,Micmacs,42000000,1259693,11756922
1225,12/31/2006,Les Bronzés 3: amis pour la vie,42000000,0,83833602
1226,12/31/2015,Pourquoi j'ai pas mangé mon père,42000000,0,182156
1227,37479,8 Mile,41000000,116724075,245769202
1228,37200,A Knight’s Tale,41000000,56083966,100622586
1229,8/22/2003,The Medallion,41000000,22108977,22108977
1230,10/14/2011,The Big Year,41000000,7204138,7684524
1231,36319,The Sixth Sense,40000000,293506292,672806292
1232,7/15/2005,The Wedding Crashers,40000000,209218368,283218368
1233,40488,The Karate Kid,40000000,176591618,351774938
1234,2/13/2015,Fifty Shades of Grey,40000000,166167230,570978470
1235,6/19/2009,The Proposal,40000000,163958031,314709717
1236,12/13/2013,American Hustle,40000000,150117807,257878294
1237,12/25/2003,Cheaper by the Dozen,40000000,138614544,189714544
1238,7/25/2014,Lucy,40000000,126573960,457507776
1239,12/25/2013,Lone Survivor,40000000,125095601,149804632
1240,11/22/1989,Back to the Future Part II,40000000,118450002,332000000
1241,9/24/1999,Double Jeopardy,40000000,116735231,177835231
1242,7/25/2003,Spy Kids 3-D: Game Over,40000000,111760631,167851995
1243,7/24/1996,A Time to Kill,40000000,108766007,152266007
1244,33610,A League of Their Own,40000000,107533925,132440066
1245,42649,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311270008
1246,40188,The Social Network,40000000,96962694,224922135
1247,41612,42,40000000,95020213,97470701
1248,40002,Julie & Julia,40000000,94125426,126646119
1249,39966,He's Just Not That Into You,40000000,93953653,181053657
1250,1/15/2016,Ride Along 2,40000000,90862685,124246152
1251,4/14/2006,Scary Movie 4,40000000,90710620,178710620
1252,3/27/2015,Get Hard,40000000,90411453,106511453
1253,36618,Scream 3,40000000,89138076,161838076
1254,5/24/1990,Back to the Future Part III,40000000,88055283,244088654
1255,11/14/2014,Dumb and Dumber To,40000000,86208010,141208010
1256,4/25/2014,The Other Woman,40000000,83911193,195111193
1257,11/13/1992,Bram Stoker's Dracula,40000000,82522790,215862692
1258,2/17/2006,Eight Below,40000000,81612565,120612565
1259,12/24/1999,The Talented Mr. Ripley,40000000,81292135,128792135
1260,9/25/2015,The Intern,40000000,75764672,197232734
1261,9/25/1992,The Last of the Mohicans,40000000,75505856,75505856
1262,10/29/2004,Ray,40000000,75305995,124823094
1263,38356,Sin City,40000000,74103820,158527918
1264,10/16/2015,Bridge of Spies,40000000,72313754,161513754
1265,2/22/2008,Vantage Point,40000000,72266306,150886329
1266,3/20/2009,"I Love You, Man",40000000,71440011,91729503
1267,37145,Shallow Hal,40000000,70836296,70836296
1268,12/20/1991,JFK,40000000,70405498,205400000
1269,1/27/2006,Big Momma's House 2,40000000,70165972,137047376
1270,36925,The Mexican,40000000,66808615,145238250
1271,8/28/2009,The Final Destination,40000000,66477700,187384627
1272,4/17/2009,17 Again,40000000,64167069,139474906
1273,2/18/2011,Unknown,40000000,63686397,136123083
1274,40274,Get Him to the Greek,40000000,61153526,91455875
1275,11/21/2003,Gothika,40000000,59588068,141484812
1276,11/30/2001,Behind Enemy Lines,40000000,58855732,58855732
1277,3/18/2011,The Lincoln Lawyer,40000000,58009200,87145086
1278,10/15/2004,Shall We Dance?,40000000,57887882,118097882
1279,8/25/2006,Invincible,40000000,57806952,58501127
1280,2/15/2013,Escape From Planet Earth,40000000,57012977,74156610
1281,36075,Small Soldiers,40000000,55143823,71743823
1282,7/31/1997,Spawn,40000000,54979992,87949859
1283,11/26/2014,Horrible Bosses 2,40000000,54445357,105945357
1284,1/25/2002,The Count of Monte Cristo,40000000,54228104,75389090
1285,10/20/2006,The Prestige,40000000,53089891,104407366
1286,6/16/2006,The Lake House,40000000,52330111,114830111
1287,40428,Predators,40000000,52000688,127234389
1288,8/15/2012,The Odd Life of Timothy Green,40000000,51853450,55249159
1289,7/31/1987,The Living Daylights,40000000,51185000,191200000
1290,38941,Apocalypto,40000000,50866635,121032272
1291,2/14/2007,Music and Lyrics,40000000,50572589,146300356
1292,6/18/1986,Legal Eagles,40000000,49851591,49851591
1293,38324,Secret Window,40000000,47958031,92111551
1294,38694,The Skeleton Key,40000000,47907715,92256918
1295,6/20/2014,Jersey Boys,40000000,47047013,65282732
1296,39483,Made of Honor,40000000,46012734,106548738
1297,11/21/1997,The Rainmaker,40000000,45916769,45916769
1298,33787,Medicine Man,40000000,44948240,44948240
1299,35776,Amistad,40000000,44212592,58250151
1300,5/30/2014,A Million Ways to Die in The West,40000000,42720965,86760995
1301,40885,Final Destination 5,40000000,42587643,155011165
1302,38568,Fever Pitch,40000000,42071069,50071069
1303,12/25/2007,Aliens vs. Predator - Requiem,40000000,41797066,128884494
1304,7/18/2014,Sex Tape,40000000,38543473,126069509
1305,4/15/2011,Scream 4,40000000,38180928,95989590
1306,12/21/1994,Ri¢hie Ri¢h,40000000,38087756,38087756
1307,36838,Autumn in New York,40000000,37752931,90717684
1308,3/18/2011,Paul,40000000,37412945,101162106
1309,12/19/2012,The Guilt Trip,40000000,37134215,41294674
1310,8/26/2011,Colombiana,40000000,36665854,72295262
1311,2/26/1999,8MM,40000000,36443442,96398826
1312,2/18/2000,Hanging Up,40000000,36037909,51867723
1313,33241,The Doors,40000000,34416893,34416893
1314,8/20/1999,Mickey Blue Eyes,40000000,33864342,53864342
1315,10/20/2000,Pay it Forward,40000000,33508922,55696705
1316,40759,Arthur,40000000,33035397,47787943
1317,3/21/2008,Drillbit Taylor,40000000,32862104,49686263
1318,12/25/2011,Extremely Loud and Incredibly Close,40000000,31847881,55247881
1319,34341,The Shadow,40000000,31835600,31835600
1320,40462,Morning Glory,40000000,31011732,59795070
1321,38606,Get Rich or Die Tryin',40000000,30981850,46666955
1322,8/25/2000,The Art of War,40000000,30199105,30199105
1323,12/25/2013,Grudge Match,40000000,29807260,69807260
1324,36838,Bless the Child,40000000,29374178,40435694
1325,11/23/2005,Rent,40000000,29077547,31670620
1326,36195,The Out-of-Towners,40000000,28544120,28544120
1327,8/23/1996,The Island of Dr. Moreau,40000000,27682712,27682712
1328,37081,The Musketeer,40000000,27053815,27053815
1329,2/29/2008,The Other Boleyn Girl,40000000,26814957,78269970
1330,2/16/2001,Sweet November,40000000,25288103,65754228
1331,39206,The Reaping,40000000,25126214,62226214
1332,40725,Season of the Witch,40000000,24827228,91126600
1333,34399,Renaissance Man,40000000,24172899,24172899
1334,5/15/1998,Quest for Camelot,40000000,22772500,38172500
1335,37416,City by the Sea,40000000,22433915,22433915
1336,1/15/1999,At First Sight,40000000,22365133,22365133
1337,1/16/2004,Torque,40000000,21176322,46176322
1338,11/13/2009,The Fantastic Mr. Fox,40000000,21002919,47085064
1339,9/22/1995,Showgirls,40000000,20350754,37750754
1340,2/16/1996,City Hall,40000000,20278055,20278055
1341,40970,Big Miracle,40000000,20157300,25693998
1342,12/21/2012,The Impossible,40000000,19019882,169590606
1343,41155,A Thousand Words,40000000,18450127,20790486
1344,10/20/2006,Marie Antoinette,40000000,15962471,60862471
1345,36687,Get Carter,40000000,14967182,19417182
1346,4/21/1995,Kiss of Death,40000000,14942422,14942422
1347,4/26/2002,"Life, or Something Like It",40000000,14448589,14448589
1348,5/15/1987,Ishtar,40000000,14375181,14375181
1349,2/28/1992,Memoirs of an Invisible Man,40000000,14358033,14358033
1350,10/23/2009,Amelia,40000000,14279575,19756077
1351,10/23/2009,Cirque du Freak: The Vampire's Assistant,40000000,14046595,39753957
1352,38173,New York Minute,40000000,14018364,21215882
1353,36497,The Deep End of the Ocean,40000000,13508635,13508635
1354,38118,Alfie,40000000,13395939,35195939
1355,8/30/2002,FearDotCom,40000000,13208023,13208023
1356,39640,Soul Men,40000000,12082391,12345883
1357,3/20/2015,The Gunman,40000000,10664749,13644292
1358,8/20/1999,Universal Soldier II: The Return,40000000,10447421,10717421
1359,9/25/2009,Pandorum,40000000,10330853,17033431
1360,9/26/2003,Duplex,40000000,9652000,10070651
1361,8/16/2013,Paranoia,40000000,7388654,16173593
1362,29228,Raise the Titanic,40000000,7000000,7000000
1363,42284,Baahubali: The Beginning,40000000,6738000,26738000
1364,37347,Impostor,40000000,6114237,7974607
1365,11/25/2015,Victor Frankenstein,40000000,5775076,33175076
1366,11/27/2002,Extreme Ops,40000000,4835968,12624471
1367,37046,Just Visiting,40000000,4777007,16172200
1368,6/27/2014,Snowpiercer,40000000,4563029,88069880
1369,7/20/2007,Sunshine,40000000,3688560,32030610
1370,34641,The Hudsucker Proxy,40000000,2816518,14938149
1371,31419,Pirates,40000000,1641825,6341825
1372,39794,Delgo,40000000,915840,915840
1373,39272,The Hunting Party,40000000,876671,7729552
1374,10/13/2006,Alex Rider: Operation Stormbreaker,40000000,659210,20722450
1375,11/20/2009,Red Cliff,40000000,627047,119627047
1376,9/24/2004,The Last Shot,40000000,463730,463730
1377,40213,The Warlords,40000000,129078,38899792
1378,3/16/2007,Nomad,40000000,79123,79123
1379,4/16/2013,Un monstre à Paris,40000000,0,27000381
1380,12/31/2014,Dragon Nest Warriors' Dawn,40000000,0,155403
1381,12/31/2015,The Crow,40000000,0,0
1382,8/14/2009,The Time Traveler's Wife,39000000,63414846,102332135
1383,6/17/1983,Superman III,39000000,59950623,59950623
1384,39115,Because I Said So,39000000,42674040,69538833
1385,41039,Frankenweenie,39000000,35287788,81150788
1386,3/29/1996,Sgt. Bilko,39000000,30356589,37956589
1387,9/30/2005,Serenity,39000000,25514517,40319440
1388,2/20/2004,Against the Ropes,39000000,5881504,6429865
1389,8/23/2013,Yi dai zong shi,38600000,6594959,57987299
1390,6/22/2001,The Fast and the Furious,38000000,144512310,206512310
1391,9/27/2002,Sweet Home Alabama,38000000,127214072,182365114
1392,7/24/2009,The Ugly Truth,38000000,88915214,205298907
1393,37445,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296
1394,11/18/1994,Star Trek: Generations,38000000,75671262,120000000
1395,4/17/2015,Paul Blart: Mall Cop 2,38000000,71038190,107597242
1396,12/19/1997,Mouse Hunt,38000000,61894591,61894591
1397,4/22/2011,Water for Elephants,38000000,58709717,116809717
1398,40400,Life as We Know It,38000000,53374681,105887837
1399,12/29/1999,The Hurricane,38000000,50699241,73956241
1400,41434,Riddick,38000000,42025135,94763758
1401,3/23/2001,Heartbreakers,38000000,40334024,57753825
1402,5/24/2002,Enough,38000000,39177215,50970660
1403,1/22/2016,The 5th Wave,38000000,34912982,110678636
1404,39966,Push,38000000,31811527,44411527
1405,9/20/2013,Rush,38000000,26947624,98230839
1406,5/18/2001,Angel Eyes,38000000,24044532,29544532
1407,12/21/2001,Joe Somebody,38000000,22770864,24515990
1408,36802,The Ninth Gate,38000000,18653746,58394308
1409,9/27/1996,Extreme Measures,38000000,17378193,17378193
1410,37081,Rock Star,38000000,16991902,19317765
1411,10/14/2011,The Thing,38000000,16928670,27501814
1412,35097,White Squall,38000000,10229300,10229300
1413,39731,City of Ember,38000000,7871693,17830244
1414,10/31/1997,Switchback,38000000,6504442,6504442
1415,11/30/2001,Texas Rangers,38000000,623374,623374
1416,8/26/2008,Virgin Territory,38000000,0,5473041
1417,5/18/2012,What to Expect When You're Expecting,37500000,41152203,120925697
1418,9/14/2012,The Master,37500000,16247159,58792011
1419,39548,The Express,37500000,9793406,9813309
1420,11/21/2008,Twilight,37000000,192769854,402280159
1421,41463,We're the Millers,37000000,150394119,267816276
1422,11/25/2015,Creed,37000000,109767581,173567581
1423,9/17/2010,The Town,37000000,92186262,152566881
1424,9/23/2011,Dolphin Tale,37000000,72286779,96068724
1425,39791,Burn After Reading,37000000,60355347,168167798
1426,39542,Nim's Island,37000000,48006762,101857425
1427,42706,How to be Single,37000000,46843513,99595932
1428,2/26/2010,Cop Out,37000000,44875481,55909910
1429,1/28/2011,The Rite,37000000,33047633,97143987
1430,7/18/2008,Space Chimps,37000000,30105968,67029956
1431,12/17/1999,Magnolia,37000000,22450975,48446802
1432,5/29/2015,Aloha,37000000,21052030,24935799
1433,12/31/2009,Obitaemyy ostrov,36500000,0,15000000
1434,40849,Gnomeo and Juliet,36000000,99967670,193737977
1435,2/15/2002,John Q,36000000,71026631,102226631
1436,9/17/1999,Blue Streak,36000000,68208190,117448157
1437,30507,Never Say Never Again,36000000,55500000,160000000
1438,3/26/2010,Hot Tub Time Machine,36000000,50269859,65967750
1439,35466,Breakdown,36000000,50159144,50159144
1440,41982,Dolphin Tale 2,36000000,42024533,57824533
1441,37715,A Man Apart,36000000,26500000,43797731
1442,2/25/2000,Reindeer Games,36000000,23360779,23360779
1443,12/24/1999,Snow Falling on Cedars,36000000,14378353,14378353
1444,12/20/1996,Ghosts of Mississippi,36000000,13052741,13052741
1445,10/24/1997,Gattaca,36000000,12532777,12532777
1446,1/28/2000,Isn't She Great,36000000,2954405,2954405
1447,1/22/2016,Yip Man 3,36000000,2679437,156835197
1448,40699,There Be Dragons,36000000,1069334,4020990
1449,3/28/2003,Head of State,35200000,37788228,38283765
1450,39939,The Hangover,35000000,277322503,465764086
1451,11/20/2009,The Blind Side,35000000,255959475,305705794
1452,6/23/1989,Batman,35000000,251188924,411348924
1453,36439,Austin Powers: The Spy Who Shagged Me,35000000,206040085,310332636
1454,12/22/2010,True Grit,35000000,171243005,252276928
1455,5/15/1992,Lethal Weapon 3,35000000,144731527,319700000
1456,9/18/1998,Rush Hour,35000000,141186864,245300000
1457,41488,Identity Thief,35000000,134506920,175361578
1458,6/30/2006,The Devil Wears Prada,35000000,124740460,326073155
1459,40762,Horrible Bosses,35000000,117538559,212417601
1460,3/30/2001,Spy Kids,35000000,112692062,197692062
1461,7/17/2015,Trainwreck,35000000,110038130,140561831
1462,12/13/2013,Saving Mr. Banks,35000000,83299761,114962525
1463,29048,Star Trek: The Motion Picture,35000000,82258456,139000000
1464,3/21/2008,21,35000000,81159365,157852532
1465,39512,What Happens in Vegas...,35000000,80277646,218535708
1466,11/15/1991,Cape Fear,35000000,79091969,182291969
1467,11/15/1996,The English Patient,35000000,78716374,231716374
1468,3/25/2005,Guess Who,35000000,68915888,102115888
1469,12/21/2012,This is 40,35000000,67544505,90221182
1470,9/19/1997,L.A. Confidential,35000000,64604977,126204977
1471,7/29/2005,Sky High,35000000,63939454,83109359
1472,9/19/1997,In & Out,35000000,63826569,83226569
1473,4/30/2010,A Nightmare on Elm Street,35000000,63075011,117729621
1474,8/18/2000,The Cell,35000000,61280963,85911226
1475,34887,Species,35000000,60054449,113354449
1476,38902,The Benchwarmers,35000000,59843754,65063726
1477,40400,Secretariat,35000000,59699513,60376247
1478,3/13/1998,The Man in the Iron Mask,35000000,56968169,56968169
1479,7/22/2011,Friends with Benefits,35000000,55802754,146595891
1480,5/20/2016,Neighbors 2: Sorority Rising,35000000,55340730,104444374
1481,3/23/2007,TMNT,35000000,54149098,96096018
1482,10/24/2003,Radio,35000000,52333738,53293628
1483,11/25/2009,Old Dogs,35000000,49492060,95104304
1484,11/18/1992,Malcolm X,35000000,48169910,48169910
1485,5/22/2015,Poltergeist,35000000,47425125,95825125
1486,1/23/2009,Underworld 3: Rise of the Lycans,35000000,45802315,89102315
1487,7/29/2005,Must Love Dogs,35000000,43894863,58894863
1488,39148,License to Wed,35000000,43799818,70187088
1489,2/28/1997,Donnie Brasco,35000000,41954997,65303052
1490,10/17/2008,Max Payne,35000000,40687294,85761789
1491,3/15/2002,Resident Evil,35000000,40119709,103787401
1492,3/26/2004,The Ladykillers,35000000,39692139,77392139
1493,40699,Something Borrowed,35000000,39046489,65084116
1494,38729,The Nativity Story,35000000,37629831,46309644
1495,10/28/2011,In Time,35000000,37553932,165103952
1496,4/23/2010,The Back-up Plan,35000000,37490007,75281179
1497,40797,J. Edgar,35000000,37306030,84606030
1498,11/17/2000,Bounce,35000000,36805288,53425292
1499,42221,Hot Pursuit,35000000,34580201,45680201
1500,12/25/2015,Concussion,35000000,34531832,50363790
1501,38058,Closer,35000000,33987757,115476509
1502,12/23/1994,Street Fighter,35000000,33423000,99423000
1503,11/21/2001,Black Knight,35000000,33422806,33422806
1504,7/22/2005,The Bad News Bears,35000000,32868349,33500620
1505,12/27/2002,The Pianist,35000000,32519322,111854182
1506,38508,House of Wax,35000000,32064800,70064800
1507,10/19/2001,From Hell,35000000,31598308,68712365
1508,8/15/2008,Mirrors,35000000,30691439,77220596
1509,2/22/2002,Queen of the Damned,35000000,30307804,30307804
1510,8/20/2010,Nanny McPhee and the Big Bang,35000000,29197642,97799865
1511,1/25/2008,Untraceable,35000000,28687835,52649951
1512,11/21/1990,Predator 2,35000000,28317513,54768418
1513,9/23/2011,Abduction,35000000,28087155,86648359
1514,29353,Flash Gordon,35000000,27107960,27107960
1515,3/28/2008,Superhero Movie,35000000,26638520,73026302
1516,36496,Blast from the Past,35000000,26613620,26613620
1517,10/19/2012,Alex Cross,35000000,25888412,35426759
1518,3/26/2004,Jersey Girl,35000000,25266129,37066129
1519,11/21/1997,Midnight in the Garden of Good and Evil,35000000,25078937,25078937
1520,37145,Heist,35000000,23483357,28906817
1521,12/25/1992,Hoffa,35000000,23365858,28391473
1522,42463,Whiskey Tango Foxtrot,35000000,23083334,24888742
1523,38234,Ella Enchanted,35000000,22913677,22913677
1524,8/21/2015,Hitman: Agent 47,35000000,22467450,81967450
1525,9/16/2016,Bridget Jones’s Baby,35000000,20987055,120887055
1526,7/25/2008,The X-Files: I Want to Believe,35000000,20982478,68170792
1527,8/24/2012,Premium Rush,35000000,20275446,31393201
1528,1/18/2013,Broken City,35000000,19701164,34480045
1529,8/19/2005,Valiant,35000000,19478106,64188387
1530,2/23/2000,Wonder Boys,35000000,19389454,33422485
1531,2/25/2005,Cursed,35000000,19294901,25114901
1532,12/21/2007,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053
1533,9/20/2002,The Four Feathers,35000000,18306166,29882645
1534,4/30/2010,Furry Vengeance,35000000,17630465,39340177
1535,1/25/2013,Parker,35000000,17616641,48543388
1536,9/17/2004,Wimbledon,35000000,16862585,41666476
1537,9/15/2000,Bait,35000000,15325127,15471969
1538,36750,Dungeons and Dragons,35000000,15185241,33771965
1539,39336,Lions for Lambs,35000000,14998070,63211088
1540,1/18/1991,Flight of the Intruder,35000000,14471440,14471440
1541,5/27/2011,The Tree of Life,35000000,13305665,61721826
1542,8/17/2001,American Outlaws,35000000,13264986,13601109
1543,39029,Zoom,35000000,11989328,12506188
1544,12/25/2001,The Shipping News,35000000,11405825,24405825
1545,12/18/2009,The Young Victoria,35000000,11001272,31878891
1546,3/28/2014,Sabotage,35000000,10508518,18376443
1547,35894,Knock Off,35000000,10319915,10319915
1548,40126,Whiteout,35000000,10275638,12254746
1549,42158,Unfinished Business,35000000,10219501,12819501
1550,11/22/2006,The Fountain,35000000,10144010,15461638
1551,9/30/2015,The Walk,35000000,10137502,61173364
1552,11/29/2013,Mandela: Long Walk to Freedom,35000000,8323085,27480015
1553,39580,Punisher: War Zone,35000000,8050977,10157534
1554,37750,The Order,35000000,7659747,11559747
1555,39001,A Good Year,35000000,7459300,42064105
1556,42677,The Brothers Grimsby,35000000,6864016,28748384
1557,37418,Femme Fatale,35000000,6630252,16830252
1558,35466,Warriors of Virtue,35000000,6448817,6448817
1559,9/26/2003,Luther,35000000,5781086,32738814
1560,1/21/2010,Biutiful,35000000,5101237,24687524
1561,2/21/1992,Radio Flyer,35000000,4651977,4651977
1562,4/16/1993,Bound by Honor,35000000,4496583,4496583
1563,2/28/1997,Smilla's Sense of Snow,35000000,2221994,2221994
1564,31481,Playing for Keeps,35000000,2000000,2000000
1565,29221,Lion of the Desert,35000000,1500000,1500000
1566,4/19/1996,Le hussard sur le toit,35000000,1320043,1320043
1567,11/24/1999,Ride With the Devil,35000000,630779,630779
1568,9/14/2012,Stolen,35000000,289773,17967746
1569,9/22/2006,Bandidas,35000000,0,19282590
1570,3/13/2015,The Lovers,35000000,0,11106
1571,12/31/2008,Black Water Transit,35000000,0,0
1572,12/25/2011,The Darkest Hour,34800000,21443494,62831715
1573,9/19/2014,The Maze Runner,34000000,102427862,348319861
1574,42281,The Longest Ride,34000000,37446117,63802928
1575,9/17/1993,The Age of Innocence,34000000,32014993,32014993
1576,8/14/2009,Gake no ue no Ponyo,34000000,15090399,205312666
1577,36169,Chill Factor,34000000,11263966,11263966
1578,8/27/1999,The Astronaut's Wife,34000000,10672566,10672566
1579,36651,I Dreamed of Africa,34000000,6543194,14291999
1580,41768,Thunder and the House of Magic,34000000,4091,10392666
1581,29688,Reds,33500000,50000000,50000000
1582,33920,A Few Good Men,33000000,141340178,236500000
1583,36562,Big Momma's House,33000000,117559438,173559438
1584,3/16/2001,Exit Wounds,33000000,51758599,79958599
1585,42589,Mike and Dave Need Wedding Dates,33000000,45996945,75896945
1586,7/27/2012,Step Up Revolution,33000000,35074677,165552290
1587,8/18/2006,Snakes on a Plane,33000000,34020814,62020814
1588,4/16/2004,The Punisher,33000000,33664370,54533774
1589,36747,The Watcher,33000000,28946615,47267829
1590,4/27/2012,Safe,33000000,17142080,41495213
1591,3/14/2008,Doomsday,33000000,11008770,21621188
1592,4/23/1999,Pushing Tin,33000000,8408835,8408835
1593,39056,Goal! The Dream Begins,33000000,4283255,27610873
1594,7/31/2015,The Young and Prodigious T.S. Spivet,33000000,176847,357687
1595,42796,Rings,33000000,0,0
1596,10/30/2015,Freaks of Nature,33000000,0,0
1597,5/25/1983,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,572705079
1598,5/13/2011,Bridesmaids,32500000,169106725,289527030
1599,39733,The Reader,32500000,34194407,113019290
1600,4/26/2013,The Big Wedding,32500000,21819348,48425971
1601,2/24/2012,Wanderlust,32500000,17288155,24159934
1602,37813,Elf,32000000,173398518,220236410
1603,35192,Phenomenon,32000000,104636382,152036382
1604,41614,This is the End,32000000,101470202,126539117
1605,1/18/2002,Snow Dogs,32000000,81150692,116898028
1606,6/16/2006,Nacho Libre,32000000,80197993,99296462
1607,11/23/1988,Scrooged,32000000,59450353,59450353
1608,8/27/2010,Takers,32000000,57744720,70587268
1609,40547,Source Code,32000000,54712227,140428499
1610,36442,Stigmata,32000000,50041732,89441732
1611,36810,Men of Honor,32000000,48814909,82339483
1612,38392,The Transporter 2,32000000,43095856,88978458
1613,2/18/2011,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450
1614,1/15/1993,Alive,32000000,36299670,36299670
1615,2/23/2007,The Number 23,32000000,35193167,77593167
1616,12/14/1979,1941,32000000,34175000,94875000
1617,10/21/2005,Dreamer: Inspired by a True Story,32000000,33022286,39498360
1618,9/23/2005,A History of Violence,32000000,31493782,61477797
1619,3/15/2013,The Incredible Burt Wonderstone,32000000,22537881,27392609
1620,34974,The Quick and the Dead,32000000,18552460,18552460
1621,4/30/2004,Laws of Attraction,32000000,17848322,29948322
1622,40246,Going the Distance,32000000,17804299,43603990
1623,10/22/1999,Bringing Out The Dead,32000000,16640210,16640210
1624,3/19/2010,Repo Men,32000000,13942007,18195238
1625,9/14/2007,D-War,32000000,10977721,79915361
1626,35225,Bogus,32000000,4357406,4357406
1627,3/26/1997,Cats Don't Dance,32000000,3588602,3588602
1628,36384,Cradle Will Rock,32000000,2899970,2899970
1629,12/15/2006,The Good German,32000000,1308696,1308696
1630,12/31/2004,George and the Dragon,32000000,0,0
1631,8/15/1979,Apocalypse Now,31500000,78800000,81250488
1632,4/15/2016,Criminal,31500000,14708696,36123895
1633,40950,Flight,31000000,93772375,160558438
1634,12/29/1995,Mr. Holland's Opus,31000000,82582604,106282604
1635,12/18/1985,Out of Africa,31000000,79096868,258210860
1636,6/29/1979,Moonraker,31000000,70300000,210300000
1637,41823,The Grand Budapest Hotel,31000000,59076019,164350409
1638,7/29/2015,Vacation,31000000,58884188,100655892
1639,7/18/1990,Arachnophobia,31000000,53208180,53208180
1640,4/28/2000,Frequency,31000000,44983704,68079671
1641,9/28/2001,Hearts in Atlantis,31000000,24185781,30885781
1642,1/22/2010,Extraordinary Measures,31000000,12482741,15826984
1643,10/20/1995,Get Shorty,30250000,72021008,115021008
1644,30900,Ghostbusters,30000000,242212467,295212467
1645,11/22/1995,Toy Story,30000000,191796233,364545516
1646,12/27/2002,Chicago,30000000,170687518,306776732
1647,6/25/1999,Big Daddy,30000000,163479795,228641283
1648,37172,American Pie 2,30000000,145096820,286500000
1649,41184,The Vow,30000000,125014030,197618160
1650,34613,Speed,30000000,121248145,283200000
1651,32907,The Hunt for Red October,30000000,120709866,200500000
1652,8/16/2013,Lee Daniels' The Butler,30000000,116632095,177025498
1653,9/29/2000,Remember the Titans,30000000,115654751,136706683
1654,8/14/2009,District 9,30000000,115646235,212453431
1655,6/18/2004,Dodgeball: A True Underdog Story,30000000,114326736,167791704
1656,11/22/1991,The Addams Family,30000000,113502246,191502246
1657,34983,Ace Ventura: When Nature Calls,30000000,108360063,212400000
1658,36958,The Princess Diaries,30000000,108244774,165334774
